Title,SJR,H index,Quartile
IEEE Geoscience and Remote Sensing Magazine,"3,118",57,Q1
Technological Forecasting and Social Change,"3,118",179,Q1
Annual Review of Sociology,"3,110",205,Q1
Small Methods,"3,107",107,Q1
Wiley interdisciplinary reviews. RNA,"3,106",91,Q1
IEEE Reviews in Biomedical Engineering,"3,099",70,Q1
Systematic Biology,"3,098",201,Q1
American Journal of Kidney Diseases,"3,096",240,Q1
Annual Reviews in Control,"3,095",103,Q1
Journal of Financial Intermediation,"3,095",90,Q1
Clinical Gastroenterology and Hepatology,"3,091",208,Q1
Clinical Microbiology and Infection,"3,089",198,Q1
FEMS Microbiology Reviews,"3,089",250,Q1
Contemporary Accounting Research,"3,086",124,Q1
Environmental Science and Technology Letters,"3,086",99,Q1
Gut Microbes,"3,075",110,Q1
International Journal of Production Economics,"3,074",231,Q1
Allergy: European Journal of Allergy and Clinical Immunology,"3,073",201,Q1
Laser and Photonics Reviews,"3,073",146,Q1
Journal of Management Information Systems,"3,070",170,Q1
Blood advances,"3,065",85,Q1
International Journal of Management Reviews,"3,049",136,Q1
Annual Review of Statistics and Its Application,"3,045",44,Q1
Autism in Adulthood,"3,045",16,Q1
Current Opinion in Plant Biology,"3,044",234,Q1
Annual Review of Materials Research,"3,040",179,Q1
Physical Review Letters,"3,040",700,Q1
Persoonia: Molecular Phylogeny and Evolution of Fungi,"3,037",82,Q1
Acta Pharmaceutica Sinica B,"3,035",99,Q1
Production and Operations Management,"3,035",138,Q1
Annual review of biomedical data science,"3,034",22,Q1
Molecular Metabolism,"3,034",100,Q1
Dialogues in Clinical Neuroscience,"3,031",112,Q1
Annals of PDE,"3,028",25,Q1
Journal of Integrative Plant Biology,"3,028",109,Q1
World Politics,"3,025",127,Q1
American Journal of Obstetrics and Gynecology,"3,024",263,Q1
Biomarker Research,"3,024",48,Q1
Biomaterials,"3,016",435,Q1
Transport Reviews,"3,016",108,Q1
Environment international,"3,015",252,Q1
European Heart Journal Cardiovascular Imaging,"3,011",119,Q1
Journal of Operations Management,"3,009",219,Q1
Redox Biology,"3,008",137,Q1
New Phytologist,"3,007",305,Q1
ACS Materials Letters,"3,003",61,Q1
Thorax,"3,001",252,Q1
British Journal of Cancer,"3,000",272,Q1
Trends in Food Science and Technology,"2,999",251,Q1
Plant Biotechnology Journal,"2,998",152,Q1
Global Environmental Change,"2,996",225,Q1
Journal of Retailing and Consumer Services,"2,990",143,Q1
IEEE Journal of Emerging and Selected Topics in Power Electronics,"2,985",112,Q1
Current Biology,"2,982",361,Q1
Current Opinion in Neurobiology,"2,982",250,Q1
Journal of Public Administration Research and Theory,"2,981",138,Q1
Organizational Psychology Review,"2,978",42,Q1
Seminars in Immunology,"2,977",147,Q1
Critical Care,"2,975",217,Q1
Computer-Aided Civil and Infrastructure Engineering,"2,972",109,Q1
Engineered Regeneration,"2,971",30,Q1
International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,"2,970",106,-
JCI insight,"2,970",113,Q1
npj Flexible Electronics,"2,969",44,Q1
Environmental Science and Ecotechnology,"2,968",32,Q1
Journal of Vocational Behavior,"2,966",185,Q1
Implementation Science,"2,964",141,Q1
"Journal of Neurology, Neurosurgery and Psychiatry","2,959",234,Q1
Communications of the ACM,"2,957",241,Q1
Diabetes Technology and Therapeutics,"2,957",103,Q1
"Lancet Regional Health - Americas, The","2,951",27,Q1
Journal of Hazardous Materials,"2,950",352,Q1
New Astronomy Reviews,"2,950",64,Q1
Annual Review of Biomedical Engineering,"2,949",154,Q1
npj Climate and Atmospheric Science,"2,946",46,Q1
Communication Research,"2,943",124,Q1
Trends in Microbiology,"2,939",231,Q1
JACS Au,"2,937",36,Q1
National Science Review,"2,934",107,Q1
Analysis and PDE,"2,933",41,Q1
Chinese Journal of Catalysis,"2,932",103,Q1
Journal of Magnesium and Alloys,"2,930",71,Q1
Journal of the National Cancer Center,"2,928",9,Q1
Long Range Planning,"2,928",126,Q1
Trends in Endocrinology and Metabolism,"2,927",197,Q1
International Journal of Hospitality Management,"2,923",169,Q1
Acta Materialia,"2,916",360,Q1
Theranostics,"2,912",158,Q1
Journal of Advertising,"2,911",132,Q1
Applied Mechanics Reviews,"2,908",128,Q1
Robotics and Computer-Integrated Manufacturing,"2,906",121,Q1
Current Directions in Psychological Science,"2,905",207,Q1
Aging Cell,"2,904",173,Q1
SIAM Review,"2,900",127,Q1
International Journal of Press/Politics,"2,899",81,Q1
Europace,"2,895",128,Q1
International Journal of Surgery,"2,895",87,Q1
Journal of Internal Medicine,"2,895",188,Q1
International Journal of Plasticity,"2,894",169,Q1
European Respiratory Review,"2,893",98,Q1
IEEE Transactions on Information Forensics and Security,"2,890",167,Q1
Journal of Clinical Epidemiology,"2,888",251,Q1
Cancer,"2,887",340,Q1
JACC: Cardiovascular Interventions,"2,886",154,Q1
"Transportation Research, Part E: Logistics and Transportation Review","2,884",144,Q1
Eurosurveillance,"2,881",131,Q1
JACC: CardioOncology,"2,880",34,Q1
Journal of Bioresources and Bioproducts,"2,880",39,Q1
IEEE Journal of Solid-State Circuits,"2,876",236,Q1
Journal of Differential Geometry,"2,875",81,Q1
IEEE Wireless Communications Letters,"2,872",100,Q1
npj Precision Oncology,"2,871",36,Q1
IEEE Transactions on Knowledge and Data Engineering,"2,867",204,Q1
Cancer and Metastasis Reviews,"2,866",167,Q1
Journal of the ACM,"2,866",140,Q1
Proceedings - IEEE INFOCOM,"2,865",241,-
Medicinal Research Reviews,"2,864",150,Q1
Transportation Research Part C: Emerging Technologies,"2,860",180,Q1
Biochar,"2,855",34,Q1
Chemical Engineering Journal,"2,852",309,Q1
Operations Research,"2,848",161,Q1
International Journal of Contemporary Hospitality Management,"2,843",126,Q1
Current Opinion in Immunology,"2,841",210,Q1
Biochimica et Biophysica Acta - Reviews on Cancer,"2,838",159,Q1
Studies in Science Education,"2,838",54,Q1
Additive Manufacturing,"2,837",140,Q1
Communications Earth and Environment,"2,835",37,Q1
Journal of Neuroinflammation,"2,831",154,Q1
Hypertension,"2,827",299,Q1
Current Opinion in Structural Biology,"2,824",218,Q1
npj Quantum Information,"2,824",69,Q1
Journal of Sustainable Tourism,"2,822",140,Q1
Applied Energy,"2,820",292,Q1
Obesity Reviews,"2,818",199,Q1
"Journal of Cachexia, Sarcopenia and Muscle","2,816",100,Q1
Journal of Environmental Economics and Management,"2,813",151,Q1
Neuroscience and Biobehavioral Reviews,"2,810",288,Q1
Cardiovascular Research,"2,809",244,Q1
Milbank Quarterly,"2,809",115,Q1
Developmental Review,"2,808",116,Q1
Science Bulletin,"2,807",148,Q1
Environmental Chemistry Letters,"2,806",117,Q1
Journal of Experimental and Clinical Cancer Research,"2,806",120,Q1
IEEE Open Journal of Industry Applications,"2,805",13,Q1
Journal of Materials Chemistry A,"2,804",295,Q1
"BMJ, The","2,803",497,Q1
Composites Part B: Engineering,"2,802",203,Q1
Nature Computational Science,"2,797",27,Q1
Journal of Machine Learning Research,"2,796",261,Q1
Alimentary Pharmacology and Therapeutics,"2,794",207,Q1
Journal of Politics,"2,792",147,Q1
Metabolism: Clinical and Experimental,"2,792",166,Q1
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,"2,789",70,Q1
Psychological Review,"2,785",240,Q1
Nous,"2,783",82,Q1
Annual Review of Criminology,"2,781",34,Q1
Protection and Control of Modern Power Systems,"2,781",49,Q1
"Trauma, Violence, and Abuse","2,778",111,Q1
Journal of Educational Psychology,"2,774",252,Q1
Work and Stress,"2,773",115,Q1
Critical Reviews in Biochemistry and Molecular Biology,"2,772",124,Q1
IEEE Transactions on Transportation Electrification,"2,772",79,Q1
"Resources, Conservation and Recycling","2,770",196,Q1
Information Systems Journal,"2,768",108,Q1
Psychological Medicine,"2,768",243,Q1
Astrophysical Journal Letters,"2,766",196,Q1
"Journal of Black Psychology, The","2,765",68,Q1
Clinical Child and Family Psychology Review,"2,761",118,Q1
Annual Review of Phytopathology,"2,760",184,Q1
Psychology and Marketing,"2,760",143,Q1
British Journal of Dermatology,"2,759",204,Q1
IEEE Transactions on Mobile Computing,"2,755",157,Q1
Molecular Aspects of Medicine,"2,748",159,Q1
Journal of the Association of Environmental and Resource Economists,"2,747",38,Q1
Military Medical Research,"2,745",39,Q1
Global Ecology and Biogeography,"2,744",184,Q1
Journal of Sport and Health Science,"2,744",65,Q1
Neuropsychopharmacology,"2,743",249,Q1
IEEE Communications Standards Magazine,"2,741",36,Q1
Comprehensive Reviews in Food Science and Food Safety,"2,740",166,Q1
Criminology,"2,739",162,Q1
Assessment and Evaluation in Higher Education,"2,738",106,Q1
Business and Society,"2,736",96,Q1
Psychological Science,"2,735",316,Q1
Pattern Recognition,"2,732",245,Q1
Annals of Surgery,"2,729",352,Q1
CCS Chemistry,"2,726",48,Q1
European urology oncology,"2,719",45,Q1
British Journal of Psychiatry,"2,717",257,Q1
Food Hydrocolloids,"2,717",211,Q1
IEEE Vehicular Technology Magazine,"2,716",74,Q1
IEEE Transactions on Vehicular Technology,"2,714",222,Q1
IEEE Open Journal of the Communications Society,"2,713",37,Q1
BMC Medicine,"2,711",186,Q1
Child Development Perspectives,"2,709",94,Q1
Journal of Statistical Software,"2,709",174,Q1
Industrial Marketing Management,"2,705",177,Q1
Journal of Crohn's and Colitis,"2,705",114,Q1
Cellular and Molecular Gastroenterology and Hepatology,"2,702",67,Q1
Human Resource Management Journal,"2,698",95,Q1
Ecological Monographs,"2,697",173,Q1
Genetics in Medicine,"2,697",159,Q1
Seminars in Immunopathology,"2,695",118,Q1
Journal of Industrial Information Integration,"2,692",49,Q1
International Journal of Forecasting,"2,691",119,Q1
JACC: Basic to Translational Science,"2,690",58,Q1
American Journal of Transplantation,"2,688",220,Q1
Journal of Population Economics,"2,688",87,Q1
Political Behavior,"2,687",87,Q1
Autoimmunity Reviews,"2,677",152,Q1
Cold Spring Harbor Perspectives in Medicine,"2,675",146,Q1
Circulation. Genomic and precision medicine,"2,670",96,Q1
Journal of Infection,"2,669",137,Q1
Globalization and Health,"2,668",78,Q1
International Journal of Production Research,"2,668",186,Q1
Proceedings of the VLDB Endowment,"2,666",153,Q1
Annual Review of Animal Biosciences,"2,665",60,Q1
Neurology: Neuroimmunology and NeuroInflammation,"2,665",71,Q1
Applied Psychology,"2,664",111,Q1
Journal of Family Business Strategy,"2,664",68,Q1
Critical Care Medicine,"2,663",305,Q1
International Journal of Epidemiology,"2,663",245,Q1
Transportation Research Part B: Methodological,"2,660",171,Q1
Journal of Communication,"2,658",162,Q1
Advances in Colloid and Interface Science,"2,656",224,Q1
Intelligent and Converged Networks,"2,655",18,Q1
International Journal of Extreme Manufacturing,"2,654",37,Q1
Omega,"2,647",167,Q1
IEEE Transactions on Affective Computing,"2,645",91,Q1
China Petroleum Exploration,"2,643",26,Q1
Methods in Ecology and Evolution,"2,643",161,Q1
Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,"2,641",76,Q1
Computers in Human Behavior,"2,641",251,Q1
Digital Journalism,"2,640",73,Q1
Proceedings of the ACM SIGMOD International Conference on Management of Data,"2,640",177,-
IEEE Industrial Electronics Magazine,"2,634",84,Q1
Journal of Health and Social Behavior,"2,634",146,Q1
American Journal of Clinical Dermatology,"2,631",107,Q1
Journal of Economic Surveys,"2,630",113,Q1
Automation in Construction,"2,626",176,Q1
Journal of Business Ethics,"2,624",253,Q1
Cardiovascular Diabetology,"2,621",108,Q1
Journal of Service Management,"2,617",88,Q1
Tourism Geographies,"2,617",93,Q1
Annals of the International Communication Association,"2,616",18,Q1
Acta Psychiatrica Scandinavica,"2,615",166,Q1
Seminars in Cell and Developmental Biology,"2,612",167,Q1
Communications in Transportation Research,"2,609",22,Q1
Alzheimer's Research and Therapy,"2,608",97,Q1
American Journal of Hematology,"2,607",130,Q1
Journal of Biomedical Science,"2,606",110,Q1
Journal of Second Language Writing,"2,606",105,Q1
Neural Networks,"2,605",173,Q1
Progress in Neurobiology,"2,605",256,Q1
Social Issues and Policy Review,"2,605",48,Q1
Radiology: Artificial Intelligence,"2,602",35,Q1
European Journal of Teacher Education,"2,601",60,Q1
International Journal of Mining Science and Technology,"2,600",71,Q1
Global Food Security,"2,598",81,Q1
International journal of oral science,"2,596",64,Q1
Cancer Letters,"2,595",216,Q1
Information and Management,"2,594",191,Q1
Technovation,"2,593",159,Q1
Journal of Anxiety Disorders,"2,588",141,Q1
European Journal of Personality,"2,587",103,Q1
Cell Chemical Biology,"2,584",206,Q1
"Arteriosclerosis, Thrombosis, and Vascular Biology","2,582",292,Q1
International Journal of Advertising,"2,581",80,Q1
Acta neuropathologica communications,"2,580",87,Q1
IEEE Transactions on Intelligent Transportation Systems,"2,580",201,Q1
Breast Cancer Research,"2,578",175,Q1
Circulation: Cardiovascular Quality and Outcomes,"2,578",111,Q1
International Journal of Educational Technology in Higher Education,"2,578",61,Q1
Bioresource Technology,"2,576",364,Q1
Family Business Review,"2,576",128,Q1
Bioinformatics,"2,574",462,Q1
Reviews in Aquaculture,"2,573",86,Q1
Progress in Aerospace Sciences,"2,570",137,Q1
Endocrine Pathology,"2,566",60,Q1
Quantum,"2,562",57,Q1
Journal of Autoimmunity,"2,558",139,Q1
Progress in Energy,"2,555",20,Q1
Energy Conversion and Management,"2,553",250,Q1
JAMA Ophthalmology,"2,553",221,Q1
Depression and Anxiety,"2,549",160,Q1
International Business Review,"2,548",124,Q1
Foundations of Computational Mathematics,"2,546",68,Q1
Sustainable Cities and Society,"2,545",130,Q1
International Journal of Operations and Production Management,"2,543",163,Q1
Diabetes,"2,541",370,Q1
Ecography,"2,540",153,Q1
Nano Research,"2,539",164,Q1
Trends in Biotechnology,"2,536",252,Q1
Journal of Public Policy and Marketing,"2,535",90,Q1
AVS Quantum Science,"2,534",24,Q1
Proceedings of the London Mathematical Society,"2,532",65,Q1
Small Business Economics,"2,530",167,Q1
Journal of Occupational and Organizational Psychology,"2,529",137,Q1
Polymer Reviews,"2,529",110,Q1
Environmental Health Perspectives,"2,525",326,Q1
Biotechnology Advances,"2,521",242,Q1
IEEE Transactions on Signal Processing,"2,520",301,Q1
GLIA,"2,518",186,Q1
Stem Cell Reports,"2,518",108,Q1
Journal of Metaverse,"2,516",10,Q1
Current Opinion in Environmental Sustainability,"2,511",122,Q1
Current Opinion in Genetics and Development,"2,510",200,Q1
Biofuel Research Journal,"2,508",45,Q1
Reviews in Environmental Science and Biotechnology,"2,507",110,Q1
Supply Chain Management,"2,507",146,Q1
Journal of Heart and Lung Transplantation,"2,505",156,Q1
Journal of Business Logistics,"2,504",97,Q1
European Journal of Cancer,"2,501",245,Q1
Mathematical Programming Computation,"2,501",44,Q1
ESMO Open,"2,498",60,Q1
Ukrainian Journal of Physical Optics,"2,493",21,Q1
Annual Review of Vision Science,"2,490",43,Q1
Compositio Mathematica,"2,490",61,Q1
Haematologica,"2,490",165,Q1
Social Psychological and Personality Science,"2,489",92,Q1
Journal des Mathematiques Pures et Appliquees,"2,487",73,Q1
International Journal of Behavioral Nutrition and Physical Activity,"2,485",151,Q1
Space Science Reviews,"2,485",179,Q1
Progress of Theoretical and Experimental Physics,"2,483",52,Q1
Critical Finance Review,"2,481",12,Q1
Quarterly Review of Biology,"2,479",87,Q1
Epidemiology and Psychiatric Sciences,"2,476",72,Q1
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,"2,475",106,Q1
Transportation Science,"2,475",128,Q1
EcoSal Plus,"2,473",41,Q1
"Gender, Work and Organization","2,473",95,Q1
eTransportation,"2,470",38,Q1
IEEE Transactions on Intelligent Vehicles,"2,469",57,Q1
Molecular Ecology Resources,"2,465",165,Q1
Journal of Climate,"2,464",330,Q1
Journal of Marriage and Family,"2,464",183,Q1
Movement Disorders,"2,464",229,Q1
Cytokine and Growth Factor Reviews,"2,460",182,Q1
npj 2D Materials and Applications,"2,460",52,Q1
Investigative Radiology,"2,458",127,Q1
SciPost Physics Lecture Notes,"2,457",13,Q1
Structure,"2,456",200,Q1
NAR Genomics and Bioinformatics,"2,454",25,Q1
Computers in Industry,"2,453",129,Q1
Journal of Destination Marketing and Management,"2,450",75,Q1
Stroke,"2,450",357,Q1
BMJ Global Health,"2,449",76,Q1
Big Data and Society,"2,448",69,Q1
Cell Death and Disease,"2,447",164,Q1
npj Computational Materials,"2,447",78,Q1
Cell Reports Physical Science,"2,446",49,Q1
Journal of Computer-Mediated Communication,"2,445",139,Q1
Earth's Future,"2,444",72,Q1
Journal of Health Economics,"2,444",146,Q1
Business Horizons,"2,443",118,Q1
Brain Stimulation,"2,438",108,Q1
"journal of prevention of Alzheimer's disease, The","2,438",33,Q1
Materials Research Letters,"2,438",74,Q1
Engineering Geology,"2,437",176,Q1
Pediatrics,"2,437",395,Q1
Communications in Partial Differential Equations,"2,436",91,Q1
NeuroImage,"2,436",418,Q1
Organization,"2,436",116,Q1
Political Science Research and Methods,"2,431",27,Q1
Soft Robotics,"2,430",80,Q1
Research Policy: X,"2,428",3,Q1
Internet and Higher Education,"2,426",117,Q1
Journal of Pathology,"2,426",210,Q1
British Journal of Educational Technology,"2,425",119,Q1
Clinical and Translational Medicine,"2,424",18,Q1
Chemistry of Materials,"2,421",424,Q1
Current Opinion in Solid State and Materials Science,"2,420",132,Q1
Annales Scientifiques de l'Ecole Normale Superieure,"2,419",63,Q1
Journal of Network and Computer Applications,"2,417",141,Q1
Current Opinion in Psychology,"2,412",89,Q1
RNA,"2,407",191,Q1
Wiley Interdisciplinary Reviews: Water,"2,405",67,Q1
Neurology,"2,404",411,Q1
IEEE Transactions on Geoscience and Remote Sensing,"2,403",305,Q1
Anaesthesia,"2,400",141,Q1
British Journal of Anaesthesia,"2,397",212,Q1
Computer Methods in Applied Mechanics and Engineering,"2,397",231,Q1
Behavior Research Methods,"2,396",171,Q1
Clinical journal of the American Society of Nephrology : CJASN,"2,395",189,Q1
West European Politics,"2,395",99,Q1
American Journal of Gastroenterology,"2,391",286,Q1
Surface Science Reports,"2,391",130,Q1
Energy Policy,"2,388",272,Q1
Global Biogeochemical Cycles,"2,387",212,Q1
Journal of Infectious Diseases,"2,387",276,Q1
Journal of Consulting and Clinical Psychology,"2,386",268,Q1
Experimental Hematology and Oncology,"2,384",42,Q1
Quarterly Reviews of Biophysics,"2,379",106,Q1
International Journal of Nursing Studies,"2,377",144,Q1
Pain,"2,376",296,Q1
Psychometrika,"2,376",88,Q1
Environmental Politics,"2,375",90,Q1
